source_pack,source_file,source_entry,source_id,source_type,target_pack,target_entry,target_id,link_type,confidence,evidence,asset_path,asset_exists,notes
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,elisir_di_pantagran_71d4f56b19a21c1e.json,Elisir di Pantagran,71d4f56b19a21c1e,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/elisir_di_pantagran.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,embrione_di_endriaga_f330543043148310.json,Embrione di Endriaga,f330543043148310,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/embrione_di_endriaga.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,erbe_anestetiche_b86b6da09193b060.json,Erbe Anestetiche,b86b6da09193b060,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/erbe_anestetiche.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_acquatica_19532f3be07a7aa5.json,Essenza Acquatica,19532f3be07a7aa5,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/essenza_acquatica.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_acquatica_19532f3be07a7aa5.json,Essenza Acquatica,19532f3be07a7aa5,component,BESTIARIO/witcher-monsters,Drowner,9597d81f6d124efa,cross_reference,medium,"Text mention snippet: ""...Rarità: R | Ubicazione: Drowner e sirene...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_acquatica_19532f3be07a7aa5.json,Essenza Acquatica,19532f3be07a7aa5,component,BESTIARIO/witcher-monsters,Sirene,d56af36cf7084deb,cross_reference,medium,"Text mention snippet: ""...R | Ubicazione: Drowner e sirene...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_di_wraith_24433d7e35ac5c06.json,Essenza di Wraith,24433d7e35ac5c06,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/essenza_di_wraith.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_di_wraith_24433d7e35ac5c06.json,Essenza di Wraith,24433d7e35ac5c06,component,BESTIARIO/witcher-monsters,Wraith,68e7591ef4dc408b,cross_reference,medium,"Text mention snippet: ""...Rarità: R | Ubicazione: Wraith...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_luminosa_1b6915dfe24da4f5.json,Essenza Luminosa,1b6915dfe24da4f5,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/essenza_luminosa.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,essenza_luminosa_1b6915dfe24da4f5.json,Essenza Luminosa,1b6915dfe24da4f5,component,BESTIARIO/witcher-monsters,Wraith,68e7591ef4dc408b,cross_reference,medium,"Text mention snippet: ""...Rarità: S | Ubicazione: Wraith diurne...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,estratto_di_veleno_53f6d1bc9ed07c7a.json,Estratto di Veleno,53f6d1bc9ed07c7a,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/estratto_di_veleno.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,estratto_di_veleno_53f6d1bc9ed07c7a.json,Estratto di Veleno,53f6d1bc9ed07c7a,component,BESTIARIO/witcher-monsters,Arachas,121e9ba4fc214734,cross_reference,medium,"Text mention snippet: ""...: Ghoul, streghe, endriaghe, arachas, viverne...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,estratto_di_veleno_53f6d1bc9ed07c7a.json,Estratto di Veleno,53f6d1bc9ed07c7a,component,BESTIARIO/witcher-monsters,Ghoul,12a2486818104394,cross_reference,medium,"Text mention snippet: ""...Rarità: S | Ubicazione: Ghoul, streghe, endriaghe, arachas,...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,estratto_di_veleno_53f6d1bc9ed07c7a.json,Estratto di Veleno,53f6d1bc9ed07c7a,component,BESTIARIO/witcher-monsters,Viverne,203eba78f51748a4,cross_reference,medium,"Text mention snippet: ""...streghe, endriaghe, arachas, viverne...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fegato_di_troll_aaef22a7a49685dc.json,Fegato di Troll,aaef22a7a49685dc,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/fegato_di_troll.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fegato_di_troll_aaef22a7a49685dc.json,Fegato di Troll,aaef22a7a49685dc,component,BESTIARIO/witcher-monsters,Troll,48a5d21bf7c06e93,cross_reference,medium,"Text mention snippet: ""...rigenerativo prelevato da un troll di montagna. Rarità: R |...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fibre_di_han_3270788a11b8d626.json,Fibre di Han,3270788a11b8d626,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/fibre_di_han.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fibre_di_han_3270788a11b8d626.json,Fibre di Han,3270788a11b8d626,component,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Witcher,d69c1da3ec0d95da,cross_reference,medium,"Text mention snippet: ""...in molte misture segrete dei witcher. Rarità: S | Ubicazione:...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fibre_di_han_3270788a11b8d626.json,Fibre di Han,3270788a11b8d626,component,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Witcher,faec413b522374b8,cross_reference,medium,"Text mention snippet: ""...in molte misture segrete dei witcher. Rarità: S | Ubicazione:...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fisstech_c103820acd304c54.json,Fisstech,c103820acd304c54,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/fisstech.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fluido_f1f9d46ec7194912.json,Fluido,f1f9d46ec7194912,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/fluido.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,fluido_sterilizzante_82ba18f6f6b49b83.json,Fluido Sterilizzante,82ba18f6f6b49b83,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/fluido_sterilizzante.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,foglie_di_balissa_9b25ff83312726e5.json,Foglie di Balissa,9b25ff83312726e5,component,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/foglie_di_balissa.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_allucinogeno_e987f1a2b3c4d5e1.json,Formula: Allucinogeno,e987f1a2b3c4d5e1,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_allucinogeno.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_allucinogeno_e987f1a2b3c4d5e1.json,Formula: Allucinogeno,e987f1a2b3c4d5e1,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,Allucinogeno,a0ab73529a76e3be,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Allucinogeno. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_amico_dell_avvelenatore_f5a0e3c5b8d14a72.json,Formula: Amico dell'Avvelenatore,f5a0e3c5b8d14a72,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_amico_dell_avvelenatore.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_amico_dell_avvelenatore_f5a0e3c5b8d14a72.json,Formula: Amico dell'Avvelenatore,f5a0e3c5b8d14a72,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,Amico dell'Avvelenatore,8e0f7b69e906a7fa,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Amico dell'Avvelenatore. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_bufera_di_neve_5402f5d8eef68aaf.json,Formula: Bufera di Neve,5402f5d8eef68aaf,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_bufera_di_neve.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_bufera_di_neve_5402f5d8eef68aaf.json,Formula: Bufera di Neve,5402f5d8eef68aaf,diagrams,EQUIPAGGIAMENTO/witcher-special,Bufera di Neve,e7aaff60fbed4515,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Bufera di Neve. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_cloroformio_e987f1a2b3c4d5e2.json,Formula: Cloroformio,e987f1a2b3c4d5e2,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_cloroformio.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_cloroformio_e987f1a2b3c4d5e2.json,Formula: Cloroformio,e987f1a2b3c4d5e2,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,Cloroformio,cc2473566a52a29e,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Cloroformio. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_colla_alchemica_4d808f9f48ed723f.json,Formula: Colla Alchemica,4d808f9f48ed723f,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_colla_alchemica.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_colla_alchemica_4d808f9f48ed723f.json,Formula: Colla Alchemica,4d808f9f48ed723f,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,Colla,502bd38183f24f6a,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Colla Alchemica. Ingredienti speci...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_colla_alchemica_4d808f9f48ed723f.json,Formula: Colla Alchemica,4d808f9f48ed723f,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,Colla Alchemica,a326940a6776f35c,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Colla Alchemica. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_arachas_5c7a8392deb10f46.json,Formula: Decotto di Arachas,5c7a8392deb10f46,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_arachas.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_arachas_5c7a8392deb10f46.json,Formula: Decotto di Arachas,5c7a8392deb10f46,diagrams,BESTIARIO/witcher-monsters,Arachas,121e9ba4fc214734,cross_reference,medium,"Text mention snippet: ""...mula per preparare Decotto di Arachas. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_arachas_5c7a8392deb10f46.json,Formula: Decotto di Arachas,5c7a8392deb10f46,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Arachas,d50584482790f08b,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Arachas. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_demonio_637a01e8c254dbf9.json,Formula: Decotto di Demonio,637a01e8c254dbf9,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_demonio.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_demonio_637a01e8c254dbf9.json,Formula: Decotto di Demonio,637a01e8c254dbf9,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Demonio,e1a91e26b2f7a0e9,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Demonio. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_grifone_e69ca8bd30f57412.json,Formula: Decotto di Grifone,e69ca8bd30f57412,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_grifone.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_grifone_e69ca8bd30f57412.json,Formula: Decotto di Grifone,e69ca8bd30f57412,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Grifone,1acd4e9304c97f59,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Grifone. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_katakan_5fa0421bd38e796c.json,Formula: Decotto di Katakan,5fa0421bd38e796c,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_katakan.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_katakan_5fa0421bd38e796c.json,Formula: Decotto di Katakan,5fa0421bd38e796c,diagrams,BESTIARIO/witcher-monsters,Katakan,fbbeb3e855404782,cross_reference,medium,"Text mention snippet: ""...mula per preparare Decotto di Katakan. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_katakan_5fa0421bd38e796c.json,Formula: Decotto di Katakan,5fa0421bd38e796c,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Katakan,c10f7fbe93bb84ac,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Katakan. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_lupo_mannaro_f5401b8a7c6d3e29.json,Formula: Decotto di Lupo Mannaro,f5401b8a7c6d3e29,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_lupo_mannaro.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_lupo_mannaro_f5401b8a7c6d3e29.json,Formula: Decotto di Lupo Mannaro,f5401b8a7c6d3e29,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Lupo Mannaro,54dcde0c0887499f,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Lupo Mannaro. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_nekker_b61ac0f853d297e4.json,Formula: Decotto di Nekker,b61ac0f853d297e4,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_nekker.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_nekker_b61ac0f853d297e4.json,Formula: Decotto di Nekker,b61ac0f853d297e4,diagrams,BESTIARIO/witcher-monsters,Nekker,0d0ad6b62ee84666,cross_reference,medium,"Text mention snippet: ""...mula per preparare Decotto di Nekker. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_nekker_b61ac0f853d297e4.json,Formula: Decotto di Nekker,b61ac0f853d297e4,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Nekker,fa92c34dc03e5864,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Nekker. Ingredienti specifici da ve...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_strega_dei_sepolcri_31ab57efd0648c92.json,Formula: Decotto di Strega dei Sepolcri,31ab57efd0648c92,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/formula_decotto_di_strega_dei_sepolcri.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-alchemy,formula_decotto_di_strega_dei_sepolcri_31ab57efd0648c92.json,Formula: Decotto di Strega dei Sepolcri,31ab57efd0648c92,diagrams,EQUIPAGGIAMENTO/witcher-special,Decotto di Strega dei Sepolcri,d39c8fd2bf6a3959,cross_reference,medium,"Text mention snippet: ""...Una formula per preparare Decotto di Strega dei Sepolcri. Ingredienti specifici da ve...""",,,Identified via contextual text match
